descripcion,monto,categoria,es_gasto_hormiga,fuente,peso,X
"Blazers, chaquetas, chaquetones y sacos de sport en paño, cuero, gamuza y otros",14834,alimentacion,False,DANE_ENIG,1,"blazers, chaquetas, chaquetones y sacos de sport en paño, cuero, gamuza y otros monto:bajo"
"Gabardinas, gabanes, abrigos y sobretodos para niña",4509,alimentacion,True,DANE_ENIG,1,"gabardinas, gabanes, abrigos y sobretodos para niña monto:bajo"
Capas e impermeables para niña,1685,alimentacion,True,DANE_ENIG,1,capas e impermeables para niña monto:bajo
"Sudaderas, trusas y bicicleteros para niña",15295,alimentacion,False,DANE_ENIG,1,"sudaderas, trusas y bicicleteros para niña monto:bajo"
Traje de baño para niña,14128,alimentacion,False,DANE_ENIG,1,traje de baño para niña monto:bajo
Pijamas y batas para niña,9031,alimentacion,True,DANE_ENIG,1,pijamas y batas para niña monto:bajo
Otros artículos de vestir para niña (deportivos y formales),18330,alimentacion,False,DANE_ENIG,1,otros artículos de vestir para niña (deportivos y formales) monto:bajo
"Camisitas, franelas para bebé",6875,alimentacion,True,DANE_ENIG,1,"camisitas, franelas para bebé monto:bajo"
"Vestiditos confeccionados para bebé, mamelucos, etc.",12186,alimentacion,False,DANE_ENIG,1,"vestiditos confeccionados para bebé, mamelucos, etc. monto:bajo"
"Escarpines, patines, mitones, zapatos de tela, medias, gorritos y bufandas para bebe",4435,alimentacion,True,DANE_ENIG,1,"escarpines, patines, mitones, zapatos de tela, medias, gorritos y bufandas para bebe monto:bajo"
Pijamitas y talegos para dormir para bebé,8803,alimentacion,True,DANE_ENIG,1,pijamitas y talegos para dormir para bebé monto:bajo
"Buzos, ruanas, sacos de lana y similares para bebé",8375,alimentacion,True,DANE_ENIG,1,"buzos, ruanas, sacos de lana y similares para bebé monto:bajo"
Pañales de tela para bebé,5641,alimentacion,True,DANE_ENIG,1,pañales de tela para bebé monto:bajo
"Pantaloncitos de tela, plástico, caucho y similares para bebé",7760,alimentacion,True,DANE_ENIG,1,"pantaloncitos de tela, plástico, caucho y similares para bebé monto:bajo"
Fajeros y cambiadores,3532,alimentacion,True,DANE_ENIG,1,fajeros y cambiadores monto:bajo
Otros artículos de vestir para bebé,12979,alimentacion,False,DANE_ENIG,1,otros artículos de vestir para bebé monto:bajo
Corbatas y corbatines,15259,alimentacion,False,DANE_ENIG,1,corbatas y corbatines monto:bajo
"Correas, tirantas y calzonarias para hombre",7047,alimentacion,True,DANE_ENIG,1,"correas, tirantas y calzonarias para hombre monto:bajo"
Pañuelos para hombre,3067,alimentacion,True,DANE_ENIG,1,pañuelos para hombre monto:bajo
Ruanas y ponchos para hombre,14098,alimentacion,False,DANE_ENIG,1,ruanas y ponchos para hombre monto:bajo
Bufandas y guantes para hombre,6043,alimentacion,True,DANE_ENIG,1,bufandas y guantes para hombre monto:bajo
"Sombreros, gorros, cachuchas, boinas, viseras para hombre",9450,alimentacion,True,DANE_ENIG,1,"sombreros, gorros, cachuchas, boinas, viseras para hombre monto:bajo"
Pañuelos y pañoletas para mujer,5167,alimentacion,True,DANE_ENIG,1,pañuelos y pañoletas para mujer monto:bajo
Cinturones y tirantas para mujer,5756,alimentacion,True,DANE_ENIG,1,cinturones y tirantas para mujer monto:bajo
"Ruanas, chales, pañolones y ponchos para mujer",16434,alimentacion,False,DANE_ENIG,1,"ruanas, chales, pañolones y ponchos para mujer monto:bajo"
Bufandas y guantes para mujer,6010,alimentacion,True,DANE_ENIG,1,bufandas y guantes para mujer monto:bajo
"Sombreros, gorros, cachuchas, boinas, viseras para mujer",8082,alimentacion,True,DANE_ENIG,1,"sombreros, gorros, cachuchas, boinas, viseras para mujer monto:bajo"
Guantes (de jardinería o de trabajo) en material diferente a caucho,1855,alimentacion,True,DANE_ENIG,1,guantes (de jardinería o de trabajo) en material diferente a caucho monto:bajo
Cascos protectores para ciclista y motociclista,15506,alimentacion,False,DANE_ENIG,1,cascos protectores para ciclista y motociclista monto:bajo
"Hilos, cremalleras, botones, metro de costura, hombreras, encajes, broches, ganchos para ropa, hebil",2348,alimentacion,True,DANE_ENIG,1,"hilos, cremalleras, botones, metro de costura, hombreras, encajes, broches, ganchos para ropa, hebil monto:bajo"
"Baberos, broches y ganchos para bebé",3964,alimentacion,True,DANE_ENIG,1,"baberos, broches y ganchos para bebé monto:bajo"
"Madejas de lana y otros materiales para coser, tejer y bordar",8834,alimentacion,True,DANE_ENIG,1,"madejas de lana y otros materiales para coser, tejer y bordar monto:bajo"
"Confección y reparación de prendas de vestir en general (hombre, mujer, niños, niñas)",8758,alimentacion,True,DANE_ENIG,1,"confección y reparación de prendas de vestir en general (hombre, mujer, niños, niñas) monto:bajo"
Teñido de prendas de vestir,3789,alimentacion,True,DANE_ENIG,1,teñido de prendas de vestir monto:bajo
Lavado y planchado de ropa fuera del hogar (en lavandería u otro hogar),20476,alimentacion,False,DANE_ENIG,1,lavado y planchado de ropa fuera del hogar (en lavandería u otro hogar) monto:bajo
"Alquiler de prendas de vestir en general (hombre mujer, niños, niñas y bebés)",17087,alimentacion,False,DANE_ENIG,1,"alquiler de prendas de vestir en general (hombre mujer, niños, niñas y bebés) monto:bajo"
"Zapatos en cuero, caucho, goma y similares para hombre",29034,alimentacion,False,DANE_ENIG,1,"zapatos en cuero, caucho, goma y similares para hombre monto:bajo"
"Botas en cuero, caucho, goma y similares para hombre",17866,alimentacion,False,DANE_ENIG,1,"botas en cuero, caucho, goma y similares para hombre monto:bajo"
"Tenis, zapatillas y otros zapatos deportivos para hombre (excluyendo zapatos para deportes específic",37641,alimentacion,False,DANE_ENIG,1,"tenis, zapatillas y otros zapatos deportivos para hombre (excluyendo zapatos para deportes específic monto:medio"
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para hombre",7202,alimentacion,True,DANE_ENIG,1,"pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para hombre monto:bajo"
"Calzado plano en cuero, caucho, goma y similares para mujer",17638,alimentacion,False,DANE_ENIG,1,"calzado plano en cuero, caucho, goma y similares para mujer monto:bajo"
"Calzado de tacón en cuero, caucho, goma y similares para mujer",22124,alimentacion,False,DANE_ENIG,1,"calzado de tacón en cuero, caucho, goma y similares para mujer monto:bajo"
"Botas en cuero, caucho, goma y similares para mujer",34217,alimentacion,False,DANE_ENIG,1,"botas en cuero, caucho, goma y similares para mujer monto:medio"
"Tenis, zapatillas y otros zapatos deportivos para mujer (excluyendo zapatos para deportes específico",24386,alimentacion,False,DANE_ENIG,1,"tenis, zapatillas y otros zapatos deportivos para mujer (excluyendo zapatos para deportes específico monto:bajo"
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para mujer",9059,alimentacion,True,DANE_ENIG,1,"pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para mujer monto:bajo"
"Zapatos en cuero, caucho, goma y similares para niño",16667,alimentacion,False,DANE_ENIG,1,"zapatos en cuero, caucho, goma y similares para niño monto:bajo"
"Botas en cuero, caucho, goma y similares para niño",12677,alimentacion,False,DANE_ENIG,1,"botas en cuero, caucho, goma y similares para niño monto:bajo"
"Tenis, zapatillas y otros zapatos deportivos para niño (excluyendo zapatos para deportes específicos",18844,alimentacion,False,DANE_ENIG,1,"tenis, zapatillas y otros zapatos deportivos para niño (excluyendo zapatos para deportes específicos monto:bajo"
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niño",5835,alimentacion,True,DANE_ENIG,1,"pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niño monto:bajo"
"Calzado plano en cuero, caucho, goma y similares para niña",13620,alimentacion,False,DANE_ENIG,1,"calzado plano en cuero, caucho, goma y similares para niña monto:bajo"
"Calzado de tacón en cuero, caucho, goma y similares para niña",11230,alimentacion,False,DANE_ENIG,1,"calzado de tacón en cuero, caucho, goma y similares para niña monto:bajo"
"Botas en cuero, caucho, goma y similares para niña",15844,alimentacion,False,DANE_ENIG,1,"botas en cuero, caucho, goma y similares para niña monto:bajo"
"Tenis, zapatillas y otros zapatos deportivos para niña (excluyendo zapatos para deportes específicos",16512,alimentacion,False,DANE_ENIG,1,"tenis, zapatillas y otros zapatos deportivos para niña (excluyendo zapatos para deportes específicos monto:bajo"
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niña",7194,alimentacion,True,DANE_ENIG,1,"pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niña monto:bajo"
"Calzado para bebé: zapatos, botas y tenis",7450,alimentacion,True,DANE_ENIG,1,"calzado para bebé: zapatos, botas y tenis monto:bajo"
"Accesorios para calzado: Plantillas, hormas, adaptadores para calzado y calzador",5356,alimentacion,True,DANE_ENIG,1,"accesorios para calzado: plantillas, hormas, adaptadores para calzado y calzador monto:bajo"
Lustrado y limpieza de zapatos,10161,alimentacion,False,DANE_ENIG,1,lustrado y limpieza de zapatos monto:bajo
"Reparación de calzado: remonta, tapas, costuras, etc",3747,alimentacion,True,DANE_ENIG,1,"reparación de calzado: remonta, tapas, costuras, etc monto:bajo"
Alquiler de calzado,10169,alimentacion,False,DANE_ENIG,1,alquiler de calzado monto:bajo
Arriendo efectivo mensual por la vivienda que habita el hogar,214213,servicios,False,DANE_ENIG,1,arriendo efectivo mensual por la vivienda que habita el hogar monto:alto
Arriendo por viviendas para uso del hogar diferentes a la que habita,204686,servicios,False,DANE_ENIG,1,arriendo por viviendas para uso del hogar diferentes a la que habita monto:alto
Arriendo imputado por la vivienda propia que habita el hogar,233741,servicios,False,DANE_ENIG,1,arriendo imputado por la vivienda propia que habita el hogar monto:alto
"Arriendo imputado por la vivienda en usufructo, posesión u ocupación que habita",142501,servicios,False,DANE_ENIG,1,"arriendo imputado por la vivienda en usufructo, posesión u ocupación que habita monto:medio"
Pinturas y barnices para vivienda,13362,servicios,False,DANE_ENIG,1,pinturas y barnices para vivienda monto:bajo
Papel de colgadura y recubrimientos textiles para paredes,8160,servicios,False,DANE_ENIG,1,papel de colgadura y recubrimientos textiles para paredes monto:bajo
"Baldosas, celosías, mármoles, cerámicas, cenefas de enchape (para interiores y y para baño y cocina)",83207,servicios,False,DANE_ENIG,1,"baldosas, celosías, mármoles, cerámicas, cenefas de enchape (para interiores y y para baño y cocina) monto:medio"
Vidriería para puertas y ventanas,11433,servicios,False,DANE_ENIG,1,vidriería para puertas y ventanas monto:bajo
"Yeso, cemento, masilla, pegantes",16884,servicios,False,DANE_ENIG,1,"yeso, cemento, masilla, pegantes monto:bajo"
"Tubos para el agua, grifos, codos, sifones, etc.",6721,servicios,False,DANE_ENIG,1,"tubos para el agua, grifos, codos, sifones, etc. monto:bajo"
Tablones para pisos,37506,servicios,False,DANE_ENIG,1,tablones para pisos monto:medio
Puertas y ventanas,29448,servicios,False,DANE_ENIG,1,puertas y ventanas monto:bajo
"Otros materiales para la conservación y la reparación de la vivienda: tejas, cielo raso, tanque de a",55570,servicios,False,DANE_ENIG,1,"otros materiales para la conservación y la reparación de la vivienda: tejas, cielo raso, tanque de a monto:medio"
Mantenimiento y reparación de aire acondicionado y calefacción,8457,servicios,False,DANE_ENIG,1,mantenimiento y reparación de aire acondicionado y calefacción monto:bajo
Mantenimiento y reparación de cañerias de agua y ductos e instalaciones de gas,14613,servicios,False,DANE_ENIG,1,mantenimiento y reparación de cañerias de agua y ductos e instalaciones de gas monto:bajo
Mantenimiento y reparación de ductos de ascensor,15983,servicios,False,DANE_ENIG,1,mantenimiento y reparación de ductos de ascensor monto:bajo
Mantenimiento y reparación de redes eléctricas y telefónicas,13184,servicios,False,DANE_ENIG,1,mantenimiento y reparación de redes eléctricas y telefónicas monto:bajo
Mantenimiento y reparación de techos y pisos,43551,servicios,False,DANE_ENIG,1,mantenimiento y reparación de techos y pisos monto:medio
Limpieza de exteriores de edificaciones,5633,servicios,False,DANE_ENIG,1,limpieza de exteriores de edificaciones monto:bajo
Pavimentación y revestimiento de suelos,36875,servicios,False,DANE_ENIG,1,pavimentación y revestimiento de suelos monto:medio
Ampliación o subdivisión de la vivienda,353969,servicios,False,DANE_ENIG,1,ampliación o subdivisión de la vivienda monto:alto
"Otros servicios para el mantenimiento y reparación de la vivienda: cerrajería, pintura, enchape, car",44338,servicios,False,DANE_ENIG,1,"otros servicios para el mantenimiento y reparación de la vivienda: cerrajería, pintura, enchape, car monto:medio"
"Instalación, conexión, contador de agua",5732,servicios,False,DANE_ENIG,1,"instalación, conexión, contador de agua monto:bajo"
Acueducto,21232,servicios,False,DANE_ENIG,1,acueducto monto:bajo
Reconexión del servicio de acueducto,6305,servicios,False,DANE_ENIG,1,reconexión del servicio de acueducto monto:bajo
Recolección de basuras y aseo,7143,servicios,False,DANE_ENIG,1,recolección de basuras y aseo monto:bajo
Pagos a recogedor de basuras y desechos,18193,servicios,False,DANE_ENIG,1,pagos a recogedor de basuras y desechos monto:bajo
Instalación o conexión al servicio de alcantarillado,14488,servicios,False,DANE_ENIG,1,instalación o conexión al servicio de alcantarillado monto:bajo
Alcantarillado,10407,servicios,False,DANE_ENIG,1,alcantarillado monto:bajo
Cuotas mensuales de administración de la vivienda para uso del hogar,121400,servicios,False,DANE_ENIG,1,cuotas mensuales de administración de la vivienda para uso del hogar monto:medio
Cuotas extraordinarias de administración,14406,servicios,False,DANE_ENIG,1,cuotas extraordinarias de administración monto:bajo
Celaduría comunal,21005,servicios,False,DANE_ENIG,1,celaduría comunal monto:bajo
Gastos de conservación en jardinería,15124,servicios,False,DANE_ENIG,1,gastos de conservación en jardinería monto:bajo
"Instalación, conexión, contador del servicio de energía eléctrica",7980,servicios,False,DANE_ENIG,1,"instalación, conexión, contador del servicio de energía eléctrica monto:bajo"
Energía eléctrica,34260,servicios,False,DANE_ENIG,1,energía eléctrica monto:medio
Reconexión del servicio de energía eléctrica,2065,servicios,False,DANE_ENIG,1,reconexión del servicio de energía eléctrica monto:bajo
Alumbrado público,3905,servicios,False,DANE_ENIG,1,alumbrado público monto:bajo
Compra de gas propano en pipeta o cilindro o por ducto,29141,servicios,False,DANE_ENIG,1,compra de gas propano en pipeta o cilindro o por ducto monto:bajo
"Instalación, conexión, contador del servicio de gas natural",8411,servicios,False,DANE_ENIG,1,"instalación, conexión, contador del servicio de gas natural monto:bajo"
Gas natural por tubería,15436,servicios,False,DANE_ENIG,1,gas natural por tubería monto:bajo
Reconexión del servicio de gas natural,1491,servicios,False,DANE_ENIG,1,reconexión del servicio de gas natural monto:bajo
"Combustibles líquidos para cocinar: gasolina, kerosene, petróleo, alcohol, etc.",11802,servicios,False,DANE_ENIG,1,"combustibles líquidos para cocinar: gasolina, kerosene, petróleo, alcohol, etc. monto:bajo"
"Combustibles sólidos para cocinar: leña, carbón vegetal, carbón, mineral, etc.",13506,servicios,False,DANE_ENIG,1,"combustibles sólidos para cocinar: leña, carbón vegetal, carbón, mineral, etc. monto:bajo"
Cama sencilla,18348,alimentacion,False,DANE_ENIG,1,cama sencilla monto:bajo
"Cama semidoble, doble, king size",31491,alimentacion,False,DANE_ENIG,1,"cama semidoble, doble, king size monto:medio"
Cunas y corral para bebé,20332,alimentacion,False,DANE_ENIG,1,cunas y corral para bebé monto:bajo
Juego completo de muebles de alcoba,78999,alimentacion,False,DANE_ENIG,1,juego completo de muebles de alcoba monto:medio
Juego completo de muebles de sala,81638,alimentacion,False,DANE_ENIG,1,juego completo de muebles de sala monto:medio
Juego completo de muebles de comedor,61757,alimentacion,False,DANE_ENIG,1,juego completo de muebles de comedor monto:medio
Gabinetes de baño,14646,alimentacion,False,DANE_ENIG,1,gabinetes de baño monto:bajo
Cocina integral,103467,alimentacion,False,DANE_ENIG,1,cocina integral monto:medio
Muebles y gabinetes para cocina,23625,alimentacion,False,DANE_ENIG,1,muebles y gabinetes para cocina monto:bajo
Escritorios y mesas de dibujo,26223,alimentacion,False,DANE_ENIG,1,escritorios y mesas de dibujo monto:bajo
Muebles para computador o centros de entretenimiento,11547,alimentacion,False,DANE_ENIG,1,muebles para computador o centros de entretenimiento monto:bajo
"Colchones, somiers y colchonetas",18015,alimentacion,False,DANE_ENIG,1,"colchones, somiers y colchonetas monto:bajo"
"Bases para colchón, catres",6941,alimentacion,True,DANE_ENIG,1,"bases para colchón, catres monto:bajo"
"Sillas, sillones, sofás, sofacamas",15045,alimentacion,False,DANE_ENIG,1,"sillas, sillones, sofás, sofacamas monto:bajo"
"Asientos, mecedoras, butacos, bancas",7255,alimentacion,True,DANE_ENIG,1,"asientos, mecedoras, butacos, bancas monto:bajo"
"Armarios, clósets, cómodas, chifoniers, escaparates, roperos, baules",18777,alimentacion,False,DANE_ENIG,1,"armarios, clósets, cómodas, chifoniers, escaparates, roperos, baules monto:bajo"
Bibliotecas y muebles modulares,17143,alimentacion,False,DANE_ENIG,1,bibliotecas y muebles modulares monto:bajo
"Otros muebles y accesorios para el hogar:biffé, tocadores, vitrinas, archivadore",13778,alimentacion,False,DANE_ENIG,1,"otros muebles y accesorios para el hogar:biffé, tocadores, vitrinas, archivadore monto:bajo"
Lámparas de techo o de pie,9247,alimentacion,True,DANE_ENIG,1,lámparas de techo o de pie monto:bajo
Pantallas de mesa,5658,alimentacion,True,DANE_ENIG,1,pantallas de mesa monto:bajo
"Velas, veladoras, velones",2717,alimentacion,True,DANE_ENIG,1,"velas, veladoras, velones monto:bajo"
Candeleros y candelabros,11033,alimentacion,False,DANE_ENIG,1,candeleros y candelabros monto:bajo
Cuadros y pinturas de arte,19879,alimentacion,False,DANE_ENIG,1,cuadros y pinturas de arte monto:bajo
Reproducciones de cuadros y pinturas,11130,alimentacion,False,DANE_ENIG,1,reproducciones de cuadros y pinturas monto:bajo
